sentence	option1	option2
The boy was crying to hand over the bag in his hand to the elder brother and collect the box because the _ is heavy.	bag	box
At the bowling alley Laura accidentally dropped a heavy bowling ball on Samantha's foot, so _ apologized profusely.	Laura	Samantha
At the bowling alley Laura accidentally dropped a heavy bowling ball on Samantha's foot, so _ cursed loudly.	Laura	Samantha
The company built the structure using steel but not iron because the _ was costly.	steel	iron
The company built the structure using steel but not iron because the _ was integral.	steel	iron
The farmer took the turkeys out of the barn and put them in the pen until the _ was empty.	pen	barn
The farmer took the turkeys out of the barn and put them in the pen until the _ was full.	pen	barn
Although the job interview went poorly for Ryan and well for Michael, the company declined _ for the job in spite of this.	Ryan	Michael
Although the job interview went poorly for Ryan and well for Michael, the company accepted _ for the job in spite of this.	Ryan	Michael
The cement was poured by Braden from the wheelbarrow into the hole in the spacious backyard until the _ was full.	wheelbarrow	hole
The cement was poured by Braden from the wheelbarrow into the hole in the spacious backyard until the _ was empty.	wheelbarrow	hole
The company that I worked for wanted to move into a new space, but it didn't move because the _ was too small.	company	space
The company that I worked for wanted to move into a new space, but it didn't move because the _ was too big.	company	space
Bobby poured the entire bottle of oil into the pan on the counter until the _ was empty.	bottle	pan
Bobby poured the entire bottle of oil into the pan on the counter until the _ was full.	bottle	pan
Carol used the new pan on the electric stove and not an old pot because the _ was dirty.	stove	pot
Carol used the new pan on the electric stove and not an old pot because the _ was clean.	stove	pot
Ben needed to work on the sculpture and food, but he did the _ first because he was full.	food	sculpture
James found out the water floating on the pot after he watered it with a can. He should have known the _ is too small.	water	pot
James found out the water floating on the pot after he watered it with a can. He should have known the _ is too much.	water	pot
The winner of the cupcake contest was Felicia and not Katrina because _ was persistent.	Felicia	Katrina
The winner of the cupcake contest was Felicia and not Katrina because _ was irresolute.	Felicia	Katrina
Having outgrown diapers, the child switched to shorts but not pants, as the _ fit perfectly.	shorts	pants
Having outgrown diapers, the child switched to shorts but not pants, as the _ fit poorly.	shorts	pants
Rachel took the spices from the bags and put them into jars until the _ were all full.	jars	bags
Rachel took the spices from the bags and put them into jars until the _ were all empty.	jars	bags
Jessica offered to give Betty a hand unloading the groceries because _ noticed she was struggling with the bags.	Jessica	Betty
Jessica offered to give Betty a hand unloading the groceries although _ was not struggling with the bags.	Jessica	Betty
Ian's pants are way bigger than the ones that Robert wears. _ is a fat man.	Ian	Robert
Ian's pants are way bigger than the ones that Robert wears. _ is a skinny man.	Ian	Robert
The doctor placed the organ out of the bag and into the bottle so the _ was empty.	bag	bottle
The doctor placed the organ out of the bag and into the bottle so the _ was full.	bag	bottle
Katrina really liked working at her company and Jessica needed a job, so _ helped with an interview.	Katrina	Jessica
Katrina really liked working at her company and Jessica needed a job, so _ impressed in an interview.	Katrina	Jessica
Patricia was having a hard time carrying things so Rachel offered her a bag. _ was helpful.	Patricia	Rachel
Patricia was having a hard time carrying things so Rachel offered her a bag. _ was relieved.	Patricia	Rachel
I tried to write a letter but switched from the blue pen to the black pen since the _ pen's ink well was empty.	blue	black
I tried to write a letter but switched from the blue pen to the black pen since the _ pen's ink well was full.	blue	black
The car manual would not fit into the glove box because the _ is too thin.	glove box	manual
The car manual would not fit into the glove box because the _ is too thick.	glove box	manual
She prefers to cook with a pan with plastic handle instead of metal handle, because the _ is less heat-conducting.	plastic handle	metal handle
She prefers to cook with a pan with plastic handle instead of metal handle, because the _ is more heat-conducting.	plastic handle	metal handle
Kyle handed the sixteen ounce bottle of water over to Justin because _ needed to be hydrated.	Kyle	Justin
Kyle handed the sixteen ounce bottle of water over to Justin because _ already hydrated.	Kyle	Justin
Kelly replaced her plastic water cup with a glass one so she would see what she was drinking, the _ was obscure.	glass	plastic
Kelly replaced her plastic water cup with a glass one so she would see what she was drinking, the _ was clear.	glass	plastic
Jasmine wanted to ship the suitcase in the box but couldn't because the _ was too large.	suitcase	box
Jasmine wanted to ship the suitcase in the box but couldn't because the _ was too small.	suitcase	box
Remy scooped the chili out of the pot and put in in a bowl until the _ was empty.	bowl	pot
Remy scooped the chili out of the pot and put in in a bowl until the _ was full.	bowl	pot
The retailer suggested to buy the coats over the racks since the _ were full price.	coats	racks
Mary scrubbed the tile floor but thankfully didn't need to clean the toilet, because the _ was clean.	floor	toilet
Mary scrubbed the tile floor but thankfully didn't need to clean the toilet, because the _ was filthy.	floor	toilet
James was happy to have eaten the food but he started feeling sick after drinking a cup of water. The _ is poisonous.	food	water
James was happy to have eaten the food but he started feeling sick after drinking a cup of water. The _ is edible.	food	water
William always sorted his recycling and garbage while Justin did not because _ wanted to do his part to help the environment.	William	Justin
William always sorted his recycling and garbage while Justin did not because _ didn't care to do his part to help the environment.	William	Justin
Going for a swim was bad at the beach not because of the jellyfish but of the garbage since the _ was close by.	jellyfish	garbage
Going for a swim was bad at the beach not because of the jellyfish but of the garbage since the _ was far away.	jellyfish	garbage
Mariah had a book full of coupons, so she grabbed a shopping cart and took everything off the store shelf until the _ was scarce.	cart	shelf
Mariah had a book full of coupons, so she grabbed a shopping cart and took everything off the store shelf until the _ was full.	cart	shelf
I was trying to spot a fast food restaurant or food truck to grab something to eat. I saw the _ so I can sit down.	restaurant	truck
I was trying to spot a fast food restaurant or food truck to grab something to eat. I saw the _ so I can grab and go.	restaurant	truck
Kenneth enjoyed eating coleslaw at the picnic but not Aaron because _ really liked cabbage.	Kenneth	Aaron
Kenneth enjoyed eating coleslaw at the picnic but not Aaron because _ did not really like cabbage.	Kenneth	Aaron
The pot was not fruitful for growing seeds, so we put them in a garden, since the _ was abundant in nutrients.	pot	garden
